year,month,pc1_hf,STOXX50_hf,MP_pm,CBI_pm,MP_median,CBI_median
2010,8,-0.00994696,-0.601873012236265,-0,-0.00994696,0.01399618,-0.02394314
2010,9,-0.0132457,-0.118663756991477,-0,-0.0132457,-0.00288284,-0.01036286
2010,10,-0.00119155,0.0691707954803,-0.00119155,-0,-0.00277588,0.00158433
2010,11,-0.00808538,-0.124715076894244,-0,-0.00808538,-0.00011196,-0.00797342
2010,12,-0.02759282,-0.287375382852861,-0,-0.02759282,-0.00473899,-0.02285383
2011,1,0.03546724,-0.0161646733454646,0.03546724,0,0.01824309,0.01722415
2011,2,-0.03829517,0.158118655338946,-0.03829517,-0,-0.02413112,-0.01416405
2011,3,0.12877331,-0.157459333306953,0.12877331,0,0.06934941,0.0594239
2011,4,0.01667354,0.342264608402143,0,0.01667354,-0.00245063,0.01912417
2011,5,-0.10322786,0.226453328699172,-0.10322786,-0,-0.05875122,-0.04447664
2011,6,-0.01734992,0.206542270286469,-0.01734992,-0,-0.0151847,-0.00216522
2011,7,0.01394439,0.645466470627998,0,0.01394439,-0.01337143,0.02731582
2011,8,-0.16146222,-1.19662957846849,-0,-0.16146222,-0.04301608,-0.11844614
2011,9,0.00184945,-0.345565513869506,0.00184945,0,0.01181616,-0.00996671
2011,10,0.1540001,-0.874495698297029,0.1540001,0,0.10456216,0.04943794
2011,11,-0.13074148,0.167902536674891,-0.13074148,-0,-0.07066264,-0.06007884
2011,12,-0.00588601,-1.14186082996621,-0,-0.00588601,0.03304584,-0.03893185
2012,1,-0.00206485,-0.855914502238875,-0,-0.00206485,0.02594405,-0.0280089
2012,2,0.00100138,0.464658734617274,0,0.00100138,-0.01414429,0.01514567
2012,3,-0.00146259,-0.23682095091635,-0,-0.00146259,0.00673276,-0.00819535
2012,4,0.00079543,-0.201766452683749,0.00079543,0,0.00675693,-0.0059615
2012,5,0.01490629,-1.05730906443915,0.01490629,0,0.04077711,-0.02587082
2012,6,0.02675036,-0.620527275185268,0.02675036,0,0.03293278,-0.00618242
2012,7,-0.112145,-1.55924455878518,-0,-0.112145,-0.00692867,-0.10521633
2012,8,0.02964148,-2.76954372443159,0.02964148,0,0.10211043,-0.07246895
2012,9,0.00371986,1.15497068951793,0,0.00371986,-0.03454211,0.03826197
2012,10,0.00450327,-0.0971934466925006,0.00450327,0,0.00531495,-0.00081168
2012,11,0.01246915,-0.0376311590433609,0.01246915,0,0.00742062,0.00504853
2012,12,-0.00850585,-0.0176918314198637,-0,-0.00850585,-0.00369532,-0.00481053
2013,1,0.01473391,0.332287413595012,0,0.01473391,-0.00310599,0.0178399
2013,2,-0.01597054,-0.049772888481936,-0,-0.01597054,-0.00641654,-0.009554
2013,3,0.01290017,-0.0606149648268328,0.01290017,0,0.00836053,0.00453964
2013,4,-0.00229184,-0.826106968306117,-0,-0.00229184,0.02489108,-0.02718292
2013,5,-0.01062931,0.00368932898524577,-0.01062931,-0,-0.00543093,-0.00519838
2013,6,0.01690752,-0.740490336627264,0.01690752,0,0.03179232,-0.0148848
2013,7,-0.01830128,1.60533889301364,-0.01830128,-0,-0.05974726,0.04144598
2013,8,0.00839722,0.222118586710174,0,0.00839722,-0.00280206,0.01119928
2013,9,-0.00494103,0.119633884026715,-0.00494103,-0,-0.0062411,0.00130007
2013,10,0.0006697,-0.201354070967952,0.0006697,0,0.00668107,-0.00601137
2013,11,-0.01179799,0.922527796492822,-0.01179799,-0,-0.03497496,0.02317697
2013,12,0.01346595,-0.346216518112818,0.01346595,0,0.01764493,-0.00417898
2014,1,-0.00753645,-0.351263273130797,-0,-0.00753645,0.00730279,-0.01483924
2014,2,0.03961455,0.0241025161514585,0,0.03961455,0.01904762,0.02056693
2014,3,0.04178341,-0.320062253482334,0.04178341,0,0.03097934,0.01080407
2014,4,0.02253529,0.794019096892917,0,0.02253529,-0.01375802,0.03629331
2014,5,0.00456526,0.240326960179971,0,0.00456526,-0.00529193,0.00985719
2014,6,-0.02374084,0.758521647014021,-0.02374084,-0,-0.03577729,0.01203645
2014,7,-0.00483711,0.481366345706569,-0.00483711,-0,-0.01759012,0.01275301
2014,8,0.00255118,0.0183792157843143,0,0.00255118,0.00069632,0.00185486
2014,9,-0.06376123,0.994292288364384,-0.06376123,-0,-0.06321844,-0.00054279
2014,10,0.00511837,-1.6111924196748,0.00511837,0,0.05334029,-0.04822192
2014,11,0.00261162,1.19355647700861,0,0.00261162,-0.03631236,0.03892398
2014,12,0.00753409,-1.63189595075242,0.00753409,0,0.05520068,-0.04766659
2015,1,-0.00741203,0.484450069633269,-0.00741203,-0,-0.01897477,0.01156274
2015,2,0,0,0,0,0,0
2015,3,-0.00343776,-0.0658903807275735,-0,-0.00343776,0.00035783,-0.00379559
2015,4,0.00659092,0.149348759673984,0,0.00659092,-0.00141167,0.00800259
2015,5,0,0,0,0,0,0
2015,6,-0.00265016,-0.319661970526575,-0,-0.00265016,0.00874994,-0.0114001
2015,7,0.00061998,0.0554046727915036,0,0.00061998,-0.00143624,0.00205622
2015,8,0,0,0,0,0,0
2015,9,-0.00180728,0.963531198367384,-0.00180728,-0,-0.03127194,0.02946466
2015,10,-0.02063588,2.00693573812121,-0.02063588,-0,-0.07357197,0.05293609
2015,11,0,0,0,0,0,0
2015,12,0.09602346,-3.64585351797242,0.09602346,0,0.16292071,-0.06689725
2016,1,-0.02123012,0.400713909185058,-0.02123012,-0,-0.02324465,0.00201453
2016,2,0,0,0,0,0,0
2016,3,0.04921677,0.688633760156954,0,0.04921677,0.00290422,0.04631255
2016,4,0.00158768,-0.248670697023989,0.00158768,0,0.00863137,-0.00704369
2016,5,0,0,0,0,0,0
2016,6,-0.00052859,-0.451695280376896,-0,-0.00052859,0.01397211,-0.0145007
2016,7,0.02511788,0.268560697187237,0,0.02511788,0.00409452,0.02102336
2016,8,0,0,0,0,0,0
2016,9,0.01320984,-0.706778671544051,0.01320984,0,0.02888097,-0.01567113
2016,10,-0.00054625,0.098839863016309,-0.00054625,-0,-0.00338833,0.00284208
2016,11,0,0,0,0,0,0
2016,12,0.00124482,0.761089152288008,0,0.00124482,-0.02336538,0.0246102
2017,1,-0.00011274,0.353983744241937,-0.00011274,-0,-0.01121313,0.01110039
2017,2,0,0,0,0,0,0
2017,3,0.00092275,0.392688205950087,0,0.00092275,-0.01191526,0.01283801
2017,4,-0.00277817,0.0252352487292384,-0.00277817,-0,-0.00218444,-0.00059373
2017,5,0,0,0,0,0,0
2017,6,-0.00147803,-0.169991000363723,-0,-0.00147803,0.00461871,-0.00609674
2017,7,-0.01114835,0.0560513035871679,-0.01114835,-0,-0.00734078,-0.00380757
2017,8,0,0,0,0,0,0
2017,9,0.00101633,0.0566490534406938,0,0.00101633,-0.00127728,0.00229361
2017,10,0.00142533,0.400000844215143,0,0.00142533,-0.01189445,0.01331978
2017,11,0,0,0,0,0,0
2017,12,-0.0017933,0.198614748025783,-0.0017933,-0,-0.00715653,0.00536323
2018,1,-3.02e-05,-0.606828780520452,-0,-3.02e-05,0.01911076,-0.01914096
2018,2,0,0,0,0,0,0
2018,3,0.00235264,0.662802364929327,0,0.00235264,-0.0197137,0.02206634
2018,4,-0.00079866,-0.123114981463424,-0,-0.00079866,0.00348097,-0.00427963
2018,5,0,0,0,0,0,0
2018,6,-0.00606048,1.24082942656702,-0.00606048,-0,-0.04213835,0.03607787
2018,7,0,0.235891422414625,0,0,-0.00743476,0.00743476
2018,8,0,0,0,0,0,0
2018,9,-0.00093052,-0.186954190537492,-0,-0.00093052,0.00542711,-0.00635763
2018,10,0.00170137,-0.598837432179167,0.00170137,0,0.01972467,-0.0180233
2018,11,0,0,0,0,0,0
2018,12,-0.00059467,0.120556037672337,-0.00059467,-0,-0.00409699,0.00350232
2019,1,-0.00379332,-0.61087131377473,-0,-0.00379332,0.01735661,-0.02114993
2019,2,0,0,0,0,0,0
2019,3,-0.00565646,-0.361680374541073,-0,-0.00565646,0.00857111,-0.01422757
2019,4,-0.00288502,0.0399349047151887,-0.00288502,-0,-0.00270117,-0.00018385
2019,5,0,0,0,0,0,0
2019,6,0.02310159,-0.590257025325513,0.02310159,0,0.03015435,-0.00705276
2019,7,0.03647488,-0.73933,0.03647488,0,0.04153943,-0.00506455
2019,8,0,0,0,0,0,0
2019,9,0.06608239,0.042317,0,0.06608239,0.03170746,0.03437493
2019,10,0.00098043,-0.22371,0.00098043,0,0.00754104,-0.00656061
2019,11,0,0,0,0,0,0
2019,12,0.00068756,0.3329,0,0.00068756,-0.01014847,0.01083603
2020,1,0.00555364,-0.470577457078569,0.00555364,0,0.01760835,-0.01205471
2020,2,0,0,0,0,0,0
2020,3,0.12313491,-3.98467470715058,0.12313491,0,0.1871553,-0.06402039
2020,4,0.01595443,-1.1385433664616,0.01595443,0,0.0438615,-0.02790707
2020,5,0,0,0,0,0,0
2020,6,0.00290756,0.0227421999305477,0,0.00290756,0.000737,0.00217056
2020,7,-0.00382592,0.268275073196023,-0.00382592,-0,-0.01036838,0.00654246
2020,8,0,0,0,0,0,0
2020,9,0.00933721,0.505103406069196,0,0.00933721,-0.0112511,0.02058831
2020,10,-0.00608452,1.29373772749455,-0.00608452,-0,-0.04381792,0.0377334
2020,11,0,0,0,0,0,0
2020,12,0.01469255,-0.693229281993979,0.01469255,0,0.02919528,-0.01450273
2021,1,0.00252489,-0.342275252965329,0.00252489,0,0.01205018,-0.00952529
2021,2,0,0,0,0,0,0
2021,3,0.01235586,0.107737627767968,0,0.01235586,0.00278229,0.00957357
2021,4,-0.00153145,-0.083392067188548,-0,-0.00153145,0.0018626,-0.00339405
2021,5,0,0,0,0,0,0
2021,6,-0.00092195,0.474655205577434,-0.00092195,-0,-0.01542102,0.01449907
2021,7,-0.00037444,-0.234586766037204,-0,-0.00037444,0.00720642,-0.00758086
2021,8,0,0,0,0,0,0
2021,9,0.0015816,0.465143772255594,0,0.0015816,-0.01386947,0.01545107
2021,10,0.00051638,-0.201671054876584,0.00051638,0,0.0066144,-0.00609802
2021,11,0,0,0,0,0,0
2021,12,-0.0030934,-0.686763891686226,-0,-0.0030934,0.02009853,-0.02319193
2022,1,0,0,0,0,0,0
