date,pc1,STOXX50,MP_pm,CBI_pm,MP_median,CBI_median
2004-07-01,0.00050025,-0.26212149850684,0.00050025,0,0.0085116,-0.00801135
2004-08-05,0.00074641,0.0559026346179437,0,0.00074641,-0.00138872,0.00213513
2004-09-02,0.01223217,-0.162259395543973,0.01223217,0,0.01123013,0.00100204
2004-10-07,-0.01189455,-0.0609701318114553,-0,-0.01189455,-0.00402564,-0.00786891
2004-11-04,-0.00548889,-0.0772547901275012,-0,-0.00548889,-0.00030955,-0.00517934
2004-12-02,0.01341348,-0.346588745823784,0.01341348,0,0.01763043,-0.00421695
2005-01-13,-0.03379344,0.0242332812877777,-0.03379344,-0,-0.0176605,-0.01613294
2005-02-03,-0.00348525,-0.328877728129484,-0,-0.00348525,0.00862285,-0.0121081
2005-03-03,-0.0072337,0.169307953804854,-0.0072337,-0,-0.00895305,0.00171935
2005-04-07,-0.01362289,-0.313127566136373,-0,-0.01362289,0.00305762,-0.01668051
2005-05-04,0.00149094,0.255663487706315,0,0.00149094,-0.00731246,0.0088034
2005-06-02,0.01521005,-0.143928175912933,0.01521005,0,0.01214131,0.00306874
2005-07-07,0.01945234,0.933380773970072,0,0.01945234,-0.01969186,0.0391442
2005-08-04,0.00105909,-0.0524284318734303,0.00105909,0,0.00218197,-0.00112288
2005-09-01,-0.00475924,0.117994472816285,-0.00475924,-0,-0.00609854,0.0013393
2005-10-06,-0.00189749,0.196845205132767,-0.00189749,-0,-0.00715286,0.00525537
2005-11-03,-0.01050326,0.658218208543993,-0.01050326,-0,-0.02599716,0.0154939
2005-12-01,-0.02707396,0.468173717201736,-0.02707396,-0,-0.02829275,0.00121879
2006-01-12,-0.0225119,0.115551209822584,-0.0225119,-0,-0.01489786,-0.00761404
2006-02-02,-0.00852505,0.0344480510655387,-0.00852505,-0,-0.00534825,-0.0031768
2006-03-02,0.00850324,-0.543618066514107,0.00850324,0,0.02138522,-0.01288198
2006-04-06,-0.09093046,0.317085567836806,-0.09093046,-0,-0.05545904,-0.03547142
2006-05-04,-0.00209639,-0.0396690769093766,-0,-0.00209639,0.00020208,-0.00229847
2006-06-08,-0.04048487,0.590529580651022,-0.04048487,-0,-0.03885458,-0.00163029
2006-07-06,0.0201814,-0.12308403961736,0.0201814,0,0.01397003,0.00621137
2006-08-03,0.01759375,-0.00273188215764719,0.01759375,0,0.00888298,0.00871077
2006-08-31,0.01083048,-0.016254919115255,0.01083048,0,0.00592756,0.00490292
2006-10-05,-0.00019469,0.0946219063218123,-0.00019469,-0,-0.00307961,0.00288492
2006-11-02,-0.00545793,-0.900673254099615,-0,-0.00545793,0.0256582,-0.03111613
2006-12-07,0.01979951,0.697180658989183,0,0.01979951,-0.01207379,0.0318733
2007-01-11,-0.04192228,0.644947006706076,-0.04192228,-0,-0.0412884,-0.00063388
2007-02-08,0.00771461,-0.254627685623987,0.00771461,0,0.01188259,-0.00416798
2007-03-08,0.01003676,0.0854472550656737,0,0.01003676,0.00232528,0.00771148
2007-04-12,-0.00351098,-0.3214999202239,-0,-0.00351098,0.00837745,-0.01188843
2007-05-10,-0.002888,-0.11738420423022,-0,-0.002888,0.00225568,-0.00514368
2007-06-06,-0.00703258,-0.110733823750842,-0,-0.00703258,-2.621e-05,-0.00700637
2007-07-05,0.00073855,-0.120659650220034,0.00073855,0,0.00417219,-0.00343364
2007-08-02,-0.00335888,-0.0510285526303278,-0,-0.00335888,-7.114e-05,-0.00328774
2007-09-06,-0.0384286,0.526312026752507,-0.0384286,-0,-0.03580245,-0.00262615
2007-10-04,-0.00196366,-0.0832170679183619,-0,-0.00196366,0.00164098,-0.00360464
2007-11-08,-0.02002841,-0.349102776992005,-0,-0.02002841,0.00098872,-0.02101713
2007-12-06,0.01956198,-0.381738081675564,0.01956198,0,0.0218125,-0.00225052
2008-01-10,-0.00178917,-0.295615027060769,-0,-0.00178917,0.00842253,-0.0102117
2008-02-07,-0.04939503,-0.605038240964717,-0,-0.04939503,-0.00562809,-0.04376694
2008-03-06,0.02937799,-0.564470604921574,0.02937799,0,0.03247982,-0.00310183
2008-04-10,0.0010008,0.0499747449866916,0,0.0010008,-0.00107469,0.00207549
2008-05-08,-0.01110521,-0.425319727903428,-0,-0.01110521,0.0078525,-0.01895771
2008-06-05,0.1448081,-0.433983633554824,0.1448081,0,0.08608222,0.05872588
2008-07-03,-0.08500493,1.35320062185773,-0.08500493,-0,-0.08515226,0.00014733
2008-08-07,-0.04133535,-0.637270002828849,-0,-0.04133535,-0.00058238,-0.04075297
2008-09-04,-0.00691079,-0.755483514443789,-0,-0.00691079,0.02035572,-0.02726651
2008-10-02,-0.0570089,-0.810760493031637,-0,-0.0570089,-0.00295113,-0.05405777
2008-11-06,0.2002043,-1.30428193491552,0.2002043,0,0.14121014,0.05899416
2008-12-04,0.04982349,-1.47784599256786,0.04982349,0,0.07149008,-0.02166659
2009-01-15,-0.02466105,-0.571526476159256,-0,-0.02466105,0.00568268,-0.03034373
2009-02-05,-0.05688374,-0.458091676403427,-0,-0.05688374,-0.01400387,-0.04287987
2009-03-05,0.00430596,0.228659642468632,0,0.00430596,-0.00505385,0.00935981
2009-04-02,0.08257235,-0.0510608946750146,0.08257235,0,0.0428955,0.03967685
2009-05-07,-0.02388175,-0.292221535248149,-0,-0.02388175,-0.00273072,-0.02115103
2009-06-04,0.03861438,0.0120242890783828,0,0.03861438,0.01892821,0.01968617
2009-07-02,-0.06632423,-1.66959763168348,-0,-0.06632423,0.01945979,-0.08578402
2009-08-06,0.00160611,-0.0954478917656765,0.00160611,0,0.00381135,-0.00220524
2009-09-03,-0.04305892,-0.219099207942719,-0,-0.04305892,-0.01462395,-0.02843497
2009-10-08,-0.02342441,-0.173400424928793,-0,-0.02342441,-0.00624702,-0.01717739
2009-11-05,-0.01539349,0.807551135358597,-0.01539349,-0,-0.03314891,0.01775542
2009-12-03,-0.039619,0.314817376122178,-0.039619,-0,-0.02973182,-0.00988718
2010-01-14,-0.01152441,-0.181830713177078,-0,-0.01152441,-3.132e-05,-0.01149309
2010-02-04,-0.0049629,-0.957506306342903,-0,-0.0049629,0.02769696,-0.03265986
2010-03-04,-0.01254731,0.307755207621874,-0.01254731,-0,-0.0159734,0.00342609
2010-04-08,0.00434162,-0.10028072619539,0.00434162,0,0.00533143,-0.00098981
2010-05-06,0.00815789,-0.692771714286966,0.00815789,0,0.02591353,-0.01775564
2010-06-10,-0.00338842,0.687814364196093,-0.00338842,-0,-0.02337255,0.01998413
2010-07-08,0.04668704,0.576790905550251,0,0.04668704,0.00516439,0.04152265
2010-08-05,-0.00994696,-0.601873012236265,-0,-0.00994696,0.01399618,-0.02394314
2010-09-02,-0.0132457,-0.118663756991477,-0,-0.0132457,-0.00288284,-0.01036286
2010-10-07,-0.00119155,0.0691707954803,-0.00119155,-0,-0.00277588,0.00158433
2010-11-04,-0.00808538,-0.124715076894244,-0,-0.00808538,-0.00011196,-0.00797342
2010-12-02,-0.02759282,-0.287375382852861,-0,-0.02759282,-0.00473899,-0.02285383
2011-01-13,0.03546724,-0.0161646733454646,0.03546724,0,0.01824309,0.01722415
2011-02-03,-0.03829517,0.158118655338946,-0.03829517,-0,-0.02413112,-0.01416405
2011-03-03,0.12877331,-0.157459333306953,0.12877331,0,0.06934941,0.0594239
2011-04-07,0.01667354,0.342264608402143,0,0.01667354,-0.00245063,0.01912417
2011-05-05,-0.10322786,0.226453328699172,-0.10322786,-0,-0.05875122,-0.04447664
2011-06-09,-0.01734992,0.206542270286469,-0.01734992,-0,-0.0151847,-0.00216522
2011-07-07,0.01394439,0.645466470627998,0,0.01394439,-0.01337143,0.02731582
2011-08-04,-0.16146222,-1.19662957846849,-0,-0.16146222,-0.04301608,-0.11844614
2011-09-08,0.00184945,-0.345565513869506,0.00184945,0,0.01181616,-0.00996671
2011-10-06,0.1540001,-0.874495698297029,0.1540001,0,0.10456216,0.04943794
2011-11-03,-0.13074148,0.167902536674891,-0.13074148,-0,-0.07066264,-0.06007884
2011-12-08,-0.00588601,-1.14186082996621,-0,-0.00588601,0.03304584,-0.03893185
2012-01-12,-0.00206485,-0.855914502238875,-0,-0.00206485,0.02594405,-0.0280089
2012-02-09,0.00100138,0.464658734617274,0,0.00100138,-0.01414429,0.01514567
2012-03-08,-0.00146259,-0.23682095091635,-0,-0.00146259,0.00673276,-0.00819535
2012-04-04,0.00079543,-0.201766452683749,0.00079543,0,0.00675693,-0.0059615
2012-05-03,0.01490629,-1.05730906443915,0.01490629,0,0.04077711,-0.02587082
2012-06-06,0.02675036,-0.620527275185268,0.02675036,0,0.03293278,-0.00618242
2012-07-05,-0.112145,-1.55924455878518,-0,-0.112145,-0.00692867,-0.10521633
2012-08-02,0.02964148,-2.76954372443159,0.02964148,0,0.10211043,-0.07246895
2012-09-06,0.00371986,1.15497068951793,0,0.00371986,-0.03454211,0.03826197
2012-10-04,0.00450327,-0.0971934466925006,0.00450327,0,0.00531495,-0.00081168
2012-11-08,0.01246915,-0.0376311590433609,0.01246915,0,0.00742062,0.00504853
2012-12-06,-0.00850585,-0.0176918314198637,-0,-0.00850585,-0.00369532,-0.00481053
2013-01-10,0.01473391,0.332287413595012,0,0.01473391,-0.00310599,0.0178399
2013-02-07,-0.01597054,-0.049772888481936,-0,-0.01597054,-0.00641654,-0.009554
2013-03-07,0.01290017,-0.0606149648268328,0.01290017,0,0.00836053,0.00453964
2013-04-04,-0.00229184,-0.826106968306117,-0,-0.00229184,0.02489108,-0.02718292
2013-05-02,-0.01062931,0.00368932898524577,-0.01062931,-0,-0.00543093,-0.00519838
2013-06-06,0.01690752,-0.740490336627264,0.01690752,0,0.03179232,-0.0148848
2013-07-04,-0.01830128,1.60533889301364,-0.01830128,-0,-0.05974726,0.04144598
